iter	Logloss
271	0.1501424781
272	0.1500235042
273	0.1499355184
274	0.1497422907
275	0.1495749778
276	0.1492891827
277	0.1491690311
278	0.1490354272
279	0.1487779643
280	0.1485666471
281	0.1484779977
282	0.1483333877
283	0.1480660553
284	0.1479548355
285	0.1478521005
286	0.1477326612
287	0.1476616693
288	0.1475979442
289	0.1474921067
290	0.1474199848
291	0.1473257152
292	0.1468595591
293	0.146771848
294	0.1464950771
295	0.1462448299
296	0.1460533536
297	0.1459452849
298	0.1458584182
299	0.145777809
300	0.1455346056
301	0.1454377725
302	0.1452820562
303	0.1451596262
304	0.1450329141
305	0.1449038894
306	0.1448003581
307	0.1447046694
308	0.144586839
309	0.1444676694
310	0.1443729224
311	0.1442717684
312	0.144210354
313	0.1440280961
314	0.143969204
315	0.14388676
316	0.1438053938
317	0.1435777721
318	0.1434209198
319	0.1433036243
320	0.1431078466
321	0.1430012024
322	0.1428962039
323	0.1427942502
324	0.142710331
325	0.1426296607
326	0.1425455557
327	0.1424357064
328	0.1423104119
329	0.1421818799
330	0.1421241307
331	0.1418766238
332	0.1418204705
333	0.1417390353
334	0.141613259
335	0.1414941759
336	0.141430412
337	0.1413214587
338	0.1411876412
339	0.1410658262
340	0.1409561467
341	0.1408819734
342	0.14079988
343	0.1407342118
344	0.1406400609
345	0.140567032
346	0.14049703
347	0.1404070038
348	0.140314865
349	0.1402132958
350	0.140045429
351	0.1399239209
352	0.1398415593
353	0.1397934358
354	0.1397233648
355	0.1396197898
356	0.1395208785
357	0.1394051109
358	0.1393651368
359	0.1391501539
360	0.1390779251
361	0.1389988811
362	0.1389174578
363	0.1388491113
364	0.138796051
365	0.1387117186
366	0.1386455586
367	0.1385757568
368	0.1384946713
369	0.1384098396
370	0.1383224061
371	0.1382169074
372	0.138015571
373	0.1379624556
374	0.1377128476
375	0.1375957389
376	0.1375428584
377	0.1374641998
378	0.1374063975
379	0.1373341901
380	0.137279597
381	0.1372104836
382	0.1371620978
383	0.137093426
384	0.1370274116
385	0.1369485548
386	0.1366830447
387	0.1365998964
388	0.1364541351
389	0.1363903568
390	0.1362758553
391	0.1362227339
392	0.1361402805
393	0.1360831959
394	0.1360247567
395	0.1358169532
396	0.1356646666
397	0.1355663876
398	0.1355151338
399	0.135412058
400	0.1353191554
401	0.1352517333
402	0.1350607666
403	0.1349871198
404	0.1349276634
405	0.1348587502
406	0.1348115863
407	0.1347372193
408	0.134571379
409	0.1344886787
410	0.1344348684
411	0.1343262007
412	0.1342395312
413	0.1340367866
414	0.1339579974
415	0.1338919919
416	0.1338291197
417	0.1337788235
418	0.1337290296
419	0.1336539985
420	0.1335827477
421	0.1334189872
422	0.1333009318
423	0.133239957
424	0.1330657144
425	0.1330060037
426	0.132913476
427	0.1328545973
428	0.1327563689
429	0.1326955287
430	0.132652043
431	0.1325853501
432	0.1325004995
433	0.1324278769
434	0.1323344432
435	0.1322652499
436	0.1321925234
437	0.132136845
438	0.1320517833
439	0.1319587137
440	0.1319012983
441	0.1318187346
442	0.1317700886
443	0.131729669
444	0.1316741435
445	0.1316170515
446	0.1314473146
447	0.131363368
448	0.1312915431
449	0.1312492013
450	0.131185504
451	0.1311261355
452	0.1310743061
453	0.1309922361
454	0.1308985953
455	0.1308087528
456	0.130756523
457	0.1307076917
458	0.1306547253
459	0.1305215526
460	0.130436931
461	0.1303029252
462	0.1300227996
463	0.1299672165
464	0.1298532609
465	0.1296668346
466	0.1296195113
467	0.129568716
468	0.1294207389
469	0.1293711734
470	0.1293087596
471	0.1292352534
472	0.1291880458
473	0.1291363768
474	0.1290965637
475	0.1290202292
476	0.1289659897
477	0.12890138
478	0.1288500199
479	0.1288119905
480	0.128751874
481	0.1287049138
482	0.1286470155
483	0.1285338228
484	0.1284135337
485	0.1283567849
486	0.1282852937
487	0.1282361038
488	0.1281882167
489	0.1281517743
490	0.1280556981
491	0.1280224426
492	0.1279668466
493	0.1279194299
494	0.1278601195
495	0.127804976
496	0.1277354439
497	0.1277013554
498	0.1276440234
499	0.127479875
500	0.1274205681
501	0.1273669277
502	0.1273132306
503	0.127205827
504	0.1271472011
505	0.1270780321
506	0.1269125044
507	0.1268126145
508	0.1267446028
509	0.1266825451
510	0.1266171745
511	0.1265484907
512	0.1265060759
513	0.126347802
514	0.1262957327
515	0.126243712
516	0.1260925713
517	0.1260537253
518	0.1259731608
519	0.1258985464
520	0.1258527574
521	0.1257867629
522	0.1255858129
523	0.1255409443
524	0.1254965168
525	0.1254376023
526	0.1253382598
527	0.125298026
528	0.125263326
529	0.1251997827
530	0.1251470379
531	0.1250948756
532	0.1249785368
533	0.1249087464
534	0.1248297739
535	0.1247539817
536	0.1247172025
537	0.124658742
538	0.124612735
539	0.1245343521
540	0.1244738456
541	0.1244170293
542	0.1243810592
543	0.1243192628
544	0.1242728067
545	0.1242161071
546	0.1241510538
547	0.1240991891
548	0.1240547804
549	0.1239906222
550	0.1239281175
551	0.1238830518
552	0.1238320568
553	0.1237788058
554	0.1237360224
555	0.1236908995
556	0.1236562437
557	0.1236076135
558	0.1235717135
559	0.1235180691
560	0.1234534439
561	0.1234025404
562	0.1233192013
563	0.1232251308
564	0.1231606696
565	0.123033502
566	0.1229863715
567	0.1229479616
568	0.1228024094
569	0.122774096
570	0.1226701391
571	0.122610258
572	0.1225450995
573	0.1224465884
574	0.1223460275
575	0.1222907862
576	0.1222072241
577	0.1221503362
578	0.1220918647
579	0.1220457127
580	0.1220157528
581	0.1219558772
582	0.1219012602
583	0.1218589203
584	0.1217812626
585	0.1217455836
586	0.121654934
587	0.1215436735
588	0.1214871645
589	0.1214340188
590	0.1214021232
591	0.1213443234
592	0.1212860601
593	0.1212059362
594	0.1211472532
595	0.1211242829
596	0.1210815457
597	0.1210227584
598	0.120978912
599	0.1209512804
600	0.1209237204
601	0.12089722
602	0.1208578867
603	0.1207936483
604	0.1207721759
605	0.1207190143
606	0.1206825721
607	0.1205226787
608	0.1204912756
609	0.1204490855
610	0.1203888751
611	0.1203551151
612	0.1203132862
613	0.1202606136
614	0.1201965567
615	0.1201721755
616	0.1201180587
617	0.120069105
618	0.1200185235
619	0.1199758164
620	0.1199522396
621	0.1198963255
622	0.1198398702
623	0.1198104726
624	0.1197850024
625	0.1197634133
626	0.1197357189
627	0.1196673925
628	0.1196414222
629	0.119609276
630	0.1194987295
631	0.1194092774
632	0.1193731698
633	0.1193235067
634	0.1192916601
635	0.1192592494
636	0.1192234599
637	0.1191877834
638	0.1191563316
639	0.1191071672
640	0.1190570711
641	0.1190030916
642	0.1189504339
643	0.1189059801
644	0.1188753233
645	0.118827166
646	0.1187409033
647	0.1186830577
648	0.1186218197
649	0.1185768358
650	0.1185411245
651	0.1185023498
652	0.1184501406
653	0.1183985988
654	0.1183270858
655	0.1182743804
656	0.1182415205
657	0.1182049511
658	0.1181509846
659	0.1181035284
660	0.1180786441
661	0.1180290767
662	0.1179908997
663	0.1178967699
664	0.1178299834
665	0.117776259
666	0.1177302885
667	0.117699388
668	0.117648448
669	0.1176205352
670	0.1175960138
671	0.1175574668
672	0.1175269545
673	0.1174977399
674	0.1174543185
675	0.1174026644
676	0.1173507048
677	0.1173082522
678	0.1172762342
679	0.1171118774
680	0.1170831329
681	0.1169504209
682	0.1169203124
683	0.1168967725
684	0.1168778591
685	0.1168481992
686	0.1168039858
687	0.1166448178
688	0.1166132779
689	0.1165185975
690	0.1164547735
691	0.1164260117
692	0.1163949973
693	0.1163530585
694	0.1163170907
695	0.1162880144
696	0.1162599311
697	0.1162251124
698	0.1161938148
699	0.1161544413
700	0.1161138022
701	0.1160658888
702	0.1160350224
703	0.1160001667
704	0.1159637675
705	0.1159012814
706	0.1158692224
707	0.1158222356
708	0.1157477357
709	0.1157221682
710	0.1156794856
711	0.1156312491
712	0.115597273
713	0.1155461425
714	0.1154950765
715	0.1154707013
716	0.1154436568
717	0.1154057779
718	0.1153872373
719	0.1152857743
720	0.1152594593
721	0.1151476335
722	0.115096297
723	0.1150440427
724	0.115033354
725	0.1150148522
726	0.1149786059
727	0.1149496675
728	0.1149061052
729	0.114759011
730	0.1147284652
731	0.1147026995
732	0.114673443
733	0.1146482462
734	0.1146109648
735	0.1145735846
736	0.1145342285
737	0.1144707721
738	0.1144055668
739	0.1143669051
740	0.1143381438
741	0.1143035111
742	0.1142686236
743	0.1142274023
744	0.1141377287
745	0.1140232366
746	0.1140046513
747	0.1139943784
748	0.1139747461
749	0.1139326893
750	0.1139182754
751	0.1139019744
752	0.113868013
753	0.1138429139
754	0.1138093121
755	0.1137714156
756	0.1137483587
757	0.1137155862
758	0.1136564688
759	0.1136362245
760	0.1136046262
761	0.1135763625
762	0.1135566743
763	0.113529263
764	0.1135012807
765	0.1134654793
766	0.1134404931
767	0.1134113374
768	0.1133889938
769	0.1133343785
770	0.1133082967
771	0.1132796014
772	0.1132502412
773	0.1132025345
774	0.1131595496
775	0.113133403
776	0.1131025818
777	0.1130583033
778	0.1130305115
779	0.1129959257
780	0.1129634627
781	0.1129294345
782	0.1128928358
783	0.112782868
784	0.112748695
785	0.1127278507
786	0.1126777942
787	0.112651018
788	0.112602593
789	0.112575693
790	0.1125434525
791	0.11250577
792	0.1124679211
793	0.1124202164
794	0.1123886908
795	0.1123466795
796	0.1122886986
797	0.1122616641
798	0.1122093096
799	0.1121707634
800	0.1121458222
801	0.1121152603
802	0.1120767627
803	0.1120357031
804	0.1119855225
805	0.1119585009
806	0.1119254867
807	0.1119020212
808	0.1118768223
809	0.1118433273
810	0.1118122493
811	0.1117539915
812	0.111726717
813	0.1116921839
814	0.111669201
815	0.1116239569
816	0.1115625574
817	0.1115265697
818	0.1115092065
819	0.111487712
820	0.1114564204
821	0.1114218595
822	0.1113865255
823	0.1113513914
824	0.1113067386
825	0.1112806187
826	0.1112293287
827	0.1111762985
828	0.1111345403
829	0.1110944721
830	0.1110508192
831	0.1110079228
832	0.1109773284
833	0.1109561207
834	0.1109232046
835	0.1108824036
836	0.1108636069
837	0.1108362023
838	0.110802651
839	0.1107739756
840	0.1107423268
841	0.110722768
842	0.1106908948
843	0.1106694089
844	0.1106290264
845	0.1105821498
846	0.1105611314
847	0.1105390438
848	0.1105165353
849	0.110489828
850	0.1104717494
851	0.1104470392
852	0.1103773531
853	0.1103619425
854	0.1103331362
855	0.1103106338
856	0.1102857955
857	0.110264862
858	0.1102392408
859	0.1101859615
860	0.1101442969
861	0.1101213721
862	0.1101011532
863	0.1100452624
864	0.110014918
865	0.1099912459
866	0.1099481973
867	0.1099094437
868	0.1098865497
869	0.1098646334
870	0.1098277531
871	0.1098023637
872	0.1097744507
873	0.1097201546
874	0.1097017009
875	0.1096421743
876	0.1096221542
877	0.109592587
878	0.1095537422
879	0.1095330481
880	0.1094605919
881	0.1094332178
882	0.10941271
883	0.109386053
884	0.1093385854
885	0.1093092672
886	0.1092394865
887	0.1092144346
888	0.109188499
889	0.1091725917
890	0.1091453736
891	0.1091273257
892	0.1090959822
893	0.1090728585
894	0.1089598188
895	0.1089380273
896	0.1089183124
897	0.1088783016
898	0.1088477266
899	0.1088198101
900	0.1088034083
901	0.1087744888
902	0.108758992
903	0.1087215854
904	0.1086996859
905	0.1086783389
906	0.108657198
907	0.1086401622
908	0.1086088522
909	0.1085739664
910	0.1085488087
911	0.1085148361
912	0.1084936876
913	0.1084669285
914	0.1084455211
915	0.1084313076
916	0.1084044526
917	0.1083745692
918	0.1083456191
919	0.1083066543
920	0.108270193
921	0.1081868713
922	0.1081554685
923	0.10812401
924	0.1081007388
925	0.1080481245
926	0.1080176406
927	0.1079860023
928	0.1079610189
929	0.1079387252
930	0.1078932258
931	0.1078627431
932	0.1078290134
933	0.1077873203
934	0.1077549692
935	0.1077133461
936	0.1076867449
937	0.1076118
938	0.1075758302
939	0.1075539661
940	0.1075420409
941	0.1075337724
942	0.1075023338
943	0.1074832016
944	0.10743804
945	0.1074028326
946	0.1073798132
947	0.1073485825
948	0.1072912676
949	0.1072686245
950	0.107237168
951	0.1072010747
952	0.10716999
953	0.1071281427
954	0.107096748
955	0.1070674532
956	0.1070392782
957	0.1070170376
958	0.1069705652
959	0.1069524031
960	0.1069320048
961	0.1069100657
962	0.1068759474
963	0.1068484149
964	0.1067710738
965	0.1067580273
966	0.106746339
967	0.1067016698
968	0.1065993637
969	0.106550813
970	0.1065239181
971	0.1065060249
972	0.1064598291
973	0.1063562135
974	0.1063140892
975	0.1062917227
976	0.1062797704
977	0.1062425355
978	0.1062244409
979	0.1062040215
980	0.1061820944
981	0.1061527029
982	0.1061306191
983	0.106117242
984	0.1060876069
985	0.1060441356
986	0.1060266393
987	0.1059942952
988	0.1059703055
989	0.1059352158
990	0.1059139865
991	0.1058126341
992	0.1057738894
993	0.1057486865
994	0.1057354646
995	0.1056900074
996	0.105664961
997	0.1055851676
998	0.1055518597
999	0.1055300386
1000	0.1055038973
1001	0.1054673737
1002	0.1053991951
1003	0.1053685239
1004	0.1053415159
1005	0.1052978397
1006	0.1052625876
1007	0.1052500006
1008	0.1052086208
1009	0.105156698
1010	0.1051391051
1011	0.1051093941
1012	0.1050452046
1013	0.1049929999
1014	0.1049631614
1015	0.104935496
1016	0.1049001575
1017	0.1048846714
1018	0.1048589541
1019	0.1048232813
1020	0.104790112
1021	0.104751636
1022	0.1047416087
1023	0.1047078294
1024	0.1046805621
1025	0.104663305
1026	0.1046302211
1027	0.1046174688
1028	0.1046033887
1029	0.104580665
1030	0.1045652127
1031	0.1044487239
1032	0.1044168568
1033	0.1043911661
1034	0.1043621532
1035	0.1043450277
1036	0.1043211515
1037	0.1043055365
1038	0.1042883151
1039	0.1042573683
1040	0.1042312529
1041	0.1042094663
1042	0.1041826848
1043	0.1041253233
1044	0.1041115456
1045	0.1040871406
1046	0.1040511132
1047	0.1040297525
1048	0.1039917889
1049	0.1039540533
1050	0.1039343492
1051	0.1038723415
1052	0.1038433159
1053	0.1038310372
1054	0.1038175899
1055	0.1037910826
1056	0.1037476068
1057	0.1036551784
1058	0.1035941092
1059	0.1035634261
1060	0.1035415904
1061	0.1035266149
1062	0.1034938776
1063	0.103476626
1064	0.1034662607
1065	0.1034340189
1066	0.1034211355
1067	0.1033889827
1068	0.1033689274
1069	0.1032734011
1070	0.1032244545
1071	0.1031955004
1072	0.1031693741
1073	0.1031408412
1074	0.1031011041
1075	0.1029850236
1076	0.1029249612
1077	0.102897117
1078	0.1028619931
1079	0.1028313959
1080	0.1028069261
1081	0.1027694818
1082	0.1027555586
1083	0.1027065475
1084	0.1026972618
1085	0.1026687664
1086	0.1026447774
1087	0.1026253964
1088	0.1025958063
1089	0.1025832677
1090	0.1025473269
1091	0.1025114095
1092	0.1024850269
1093	0.1024610369
1094	0.1023897057
1095	0.1023706366
1096	0.1023565385
1097	0.1023359485
1098	0.102306988
1099	0.1022304598
1100	0.1022014421
1101	0.1021794558
1102	0.1021277565
1103	0.1020886535
1104	0.1020548441
1105	0.1020193548
1106	0.1019382055
1107	0.1019132849
1108	0.1018991737
1109	0.1018613539
1110	0.1018380399
1111	0.1018244391
1112	0.1017760344
1113	0.1017568196
1114	0.1017337746
1115	0.1017027698
1116	0.1016681441
1117	0.1016423069
1118	0.1016288992
1119	0.1015923388
1120	0.1014797111
1121	0.1014567928
1122	0.101427763
1123	0.1013994022
1124	0.1013842559
1125	0.1013610889
1126	0.1013435805
1127	0.1013010072
1128	0.1012847701
1129	0.101256752
1130	0.1011665346
1131	0.1011205869
1132	0.1011036978
1133	0.1010754386
1134	0.1010625424
1135	0.1010165249
1136	0.1009995271
1137	0.1009738756
1138	0.1009498682
1139	0.1009244311
1140	0.1009070684
1141	0.1008832675
1142	0.1008562068
1143	0.1008338021
1144	0.100820997
1145	0.100787163
1146	0.1007717206
1147	0.1007333666
1148	0.1007051014
1149	0.1006838046
1150	0.1006666285
1151	0.1006174241
1152	0.1005974341
1153	0.1005734754
1154	0.1005450317
1155	0.1005061197
1156	0.1004827876
1157	0.1004610668
1158	0.1004436366
1159	0.1004131757
1160	0.1003929453
1161	0.1003645967
1162	0.1003463169
1163	0.1003187862
1164	0.1002936351
1165	0.1002748608
1166	0.1001871465
1167	0.1001503981
1168	0.1001306947
1169	0.1001093055
1170	0.1000911635
1171	0.1000658997
1172	0.1000392645
1173	0.09996217224
1174	0.0999399349
1175	0.09991507145
1176	0.0998828622
1177	0.09985739452
1178	0.09982982452
1179	0.09980802651
1180	0.09976060211
1181	0.09973929212
1182	0.09970653575
1183	0.09967040375
1184	0.09964979585
1185	0.09962570404
1186	0.09960438287
1187	0.09959309768
1188	0.09955040442
1189	0.09953942147
1190	0.099521615
1191	0.09949323388
1192	0.09945402105
1193	0.09936301479
1194	0.09925844544
1195	0.09919880576
1196	0.09917686644
1197	0.09907991981
1198	0.09904657384
1199	0.09901304484
1200	0.09896268987
1201	0.09893859012
1202	0.09891515869
1203	0.0988903089
1204	0.09887942977
1205	0.09883342074
1206	0.09880637154
1207	0.09874559887
1208	0.09872209914
1209	0.09869955384
1210	0.09868039856
1211	0.09866397865
1212	0.09864451392
1213	0.09858510447
1214	0.09854867246
1215	0.09851898798
1216	0.09849858298
1217	0.09847243878
1218	0.09842957814
1219	0.09841142546
1220	0.09840301322
1221	0.09836701931
1222	0.09831288042
1223	0.09826587376
1224	0.09824230797
1225	0.09822151629
1226	0.09819708225
1227	0.09817878801
1228	0.09816159249
1229	0.09813949596
1230	0.09811769174
1231	0.09809964214
1232	0.09806192316
1233	0.09802654765
1234	0.09800021668
1235	0.09797625651
1236	0.097953477
1237	0.09791068813
1238	0.09789141116
1239	0.09781828463
1240	0.09778674172
1241	0.09776522534
1242	0.09769505323
1243	0.09763975006
1244	0.09761297777
1245	0.09759290805
1246	0.09755951739
1247	0.09754061195
1248	0.09750570012
1249	0.09747863303
1250	0.09745443592
1251	0.09743286193
1252	0.09741918956
1253	0.09739124107
1254	0.09736307899
1255	0.09734241099
1256	0.09725608396
1257	0.09716135711
1258	0.09714141729
1259	0.09712142978
1260	0.09709983144
1261	0.09708627083
1262	0.09706446984
1263	0.0970485819
1264	0.09701363902
1265	0.09698825702
1266	0.0969709038
1267	0.09695267289
1268	0.09692966043
1269	0.09690835863
1270	0.09687850874
1271	0.09685914187
1272	0.0968263701
1273	0.09674520113
1274	0.09672356008
1275	0.09671124148
1276	0.09668753636
1277	0.09668285291
1278	0.09665999244
1279	0.09664043135
1280	0.09655553534
1281	0.09653769957
1282	0.09652413622
1283	0.09649534606
1284	0.09647205495
1285	0.0964515064
1286	0.09642657913
1287	0.09640589151
1288	0.09638449658
1289	0.09636894939
1290	0.09634234151
1291	0.09632358608
1292	0.09628892657
1293	0.09622474525
1294	0.09620454242
1295	0.09612843093
1296	0.09610021595
1297	0.09608547814
1298	0.09606540023
1299	0.0960443438
1300	0.09602758241
1301	0.09596316192
1302	0.09594601881
1303	0.09592578816
1304	0.09590377358
1305	0.09589138421
1306	0.09586823763
1307	0.09585396723
1308	0.09580069137
1309	0.09577962352
1310	0.09573249218
1311	0.09570649923
1312	0.09568502259
1313	0.09565506665
1314	0.09563359622
1315	0.09561574604
1316	0.09559976522
1317	0.09558520498
1318	0.09556459783
1319	0.09553020729
1320	0.09550886103
1321	0.09548657103
1322	0.09540874392
1323	0.09538686668
1324	0.09535540398
1325	0.0953324094
1326	0.09530070009
1327	0.09528312335
1328	0.09526458871
1329	0.09523596122
1330	0.09521255785
1331	0.09512700246
1332	0.09511463816
1333	0.09508728224
1334	0.09507499519
1335	0.09505203588
1336	0.09502500108
1337	0.09500224591
1338	0.09498156847
1339	0.09496870151
1340	0.09495126931
1341	0.09492932378
1342	0.09490167406
1343	0.09487377126
1344	0.0948492883
1345	0.09482279392
1346	0.09480578914
1347	0.09478793548
1348	0.09476867714
1349	0.09474421181
1350	0.0947226316
1351	0.09470364322
1352	0.09468543591
1353	0.09466951171
1354	0.09463964643
1355	0.09461411889
1356	0.09460151021
1357	0.0945790948
1358	0.09455954836
1359	0.09453216214
1360	0.09451015427
1361	0.09448864162
1362	0.09447105693
1363	0.09445198659
1364	0.09439782783
1365	0.09438114467
1366	0.09435566457
1367	0.09432939668
1368	0.09431108357
1369	0.09427355061
1370	0.09426240425
1371	0.0942478902
1372	0.09422058247
1373	0.09419106438
1374	0.09415364889
1375	0.09412862327
1376	0.09411485653
1377	0.09409131756
1378	0.09407350314
1379	0.09399765788
1380	0.09394894826
1381	0.09391933009
1382	0.09388889582
1383	0.09387227003
1384	0.09384812085
1385	0.0938267736
1386	0.09381349338
1387	0.09379921676
1388	0.09377851399
1389	0.09376228904
1390	0.09373877143
1391	0.09371651421
1392	0.09369108502
1393	0.09365874762
1394	0.0936381355
1395	0.09361064423
1396	0.09355352783
1397	0.09351886484
1398	0.09349970137
1399	0.09341648423
1400	0.0933838123
1401	0.0933715923
1402	0.09335948605
1403	0.09333639287
1404	0.09331824417
1405	0.0932889491
1406	0.09325957879
1407	0.09323077844
1408	0.09321176472
1409	0.0931230689
1410	0.09310018931
1411	0.09307256144
1412	0.09305727825
1413	0.09301163033
1414	0.09297483895
1415	0.09294787419
1416	0.09293687137
1417	0.09292070205
1418	0.09289993446
1419	0.09287864856
1420	0.09286280806
1421	0.09283993591
1422	0.09281056535
1423	0.09279337281
1424	0.09277213906
1425	0.0927327658
1426	0.09266968295
1427	0.09265175081
1428	0.09263253543
1429	0.09261151973
1430	0.0925825972
1431	0.09256578862
1432	0.09255278158
1433	0.09253676823
1434	0.09251727966
1435	0.092493581
1436	0.09247694899
1437	0.09246069474
1438	0.09242873707
1439	0.09241556339
1440	0.09240778495
1441	0.09238718674
1442	0.09236877156
1443	0.09234731727
1444	0.09233361907
1445	0.0922952956
1446	0.09228048527
1447	0.09226265222
1448	0.09224952101
1449	0.09222765893
1450	0.0922073498
1451	0.09219914121
1452	0.09218827375
1453	0.09216972693
1454	0.09214771509
1455	0.09213440606
1456	0.09211737446
1457	0.09208059426
1458	0.0920649137
1459	0.09202888303
1460	0.09200155269
1461	0.09198616866
1462	0.09196381384
1463	0.09194933854
1464	0.09193713419
1465	0.09190569062
1466	0.09187730999
1467	0.09185912105
1468	0.09183922817
1469	0.09181758289
1470	0.09179894345
1471	0.09174322403
1472	0.09172957849
1473	0.09170997741
1474	0.09169436738
1475	0.09167066798
1476	0.09164620066
1477	0.09163168289
1478	0.09161048192
1479	0.09159235061
1480	0.09157427194
1481	0.09156141368
1482	0.09154124636
1483	0.0915283255
1484	0.0915094526
1485	0.09148525997
1486	0.09147844166
1487	0.0914498467
1488	0.09143491344
1489	0.0914173814
1490	0.09140048888
1491	0.09138645614
1492	0.09136863775
1493	0.09135409242
1494	0.09130460544
1495	0.09128860053
1496	0.091273519
1497	0.09125755184
1498	0.09124308772
